Loci	mef
Eif5a2_mef	6.84737
Elac1_mef	6.1801
Elac2_mef	7.21532
Elavl2_mef	4.81428
Elf1_mef	7.24929
Elf2_mef	7.58918
Elf3_mef	5.58091
Elk3_mef	9.82958
Elk4_mef	8.31703
Ell_mef	6.96104
Elmo2_mef	7.64232
Elmod2_mef	8.39162
Eln_mef	8.21567
Elovl4_mef	5.93443
Elp4_mef	6.45708
Eme1_mef	6.58913
Emilin1_mef	9.17607
Emilin2_mef	7.67755
Emilin3_mef	6.76227
Eml3_mef	7.32356
Eml4_mef	7.40398
Endod1_mef	6.83087
Endog_mef	7.27845
Endogl1_mef	7.10234
Eng_mef	7.22413
Eno2_mef	6.19536
Eno3_mef	7.82041
Enoph1_mef	7.57402
Enox2_mef	5.12906
Enpp1_mef	9.12837
Enpp3_mef	4.50511
Enpp4_mef	6.46273
Enpp5_mef	6.25657
Entpd4$Entpd4_mef	7.4211
Entpd5_mef	6.30205
Entpd6_mef	7.63186
Entpd7_mef	6.57448
Eny2_mef	8.68975
Ep400_mef	6.70758
Epas1_mef	4.72081
Epb4.1_mef	5.54015
Epb4.1l1_mef	7.43006
Epb4.1l2_mef	7.74674
Epb4.1l3_mef	9.56681
Epb4.1l4a_mef	6.62463
Epb4.9_mef	5.60027
Epc1_mef	7.369
Epha4_mef	6.62201
Epha7_mef	5.25049
Ephb2_mef	7.03967
Ephb3_mef	8.15342
Ephb4_mef	7.70282
Epm2aip1_mef	7.80912
Epn1_mef	8.24039
Epn2_mef	6.38873
Epn3_mef	6.77604
Epor_mef	5.8885
Eppb9_mef	7.89031
Eppk1_mef	4.684
Eps15_mef	8.60825
Eps15l1_mef	6.87187
Eps8_mef	7.89155
Eral1_mef	7.19951
Erbb2_mef	7.29844
Erbb2ip_mef	8.14796
Erbb3_mef	4.57367
Erc1_mef	6.82856
Ercc1_mef	9.09679
Ercc2_mef	6.2649
Ercc4_mef	6.38221
Ercc5_mef	7.62778
Ercc6l_mef	7.5777
Ercc8_mef	5.67831
Ereg_mef	8.76011
Erf_mef	7.75928
Ergic2_mef	8.47839
Erlin1_mef	7.97519
Erlin2_mef	8.70683
Ermp1_mef	7.98618
Ern1_mef	6.12208
Ero1lb_mef	5.20234
Es2el_mef	6.65513
Esam1_mef	5.37966
Esco1_mef	6.62608
Esco2_mef	5.95384
Esrra_mef	7.01895
Esx1_mef	5.43818
Etaa1_mef	5.51549
Etfdh_mef	8.45931
Ethe1_mef	8.00704
Etl4_mef	5.31268
Etohi1_mef	7.39109
Ets1_mef	8.46364
Ets2_mef	9.08909
Etv1_mef	4.95027
Etv3_mef	6.14609
Etv4_mef	6.8363
Etv6_mef	7.39504
Evc2_mef	7.89749
Evc_mef	6.74978
Evl_mef	7.62749
Evpl_mef	5.22386
Exdl2_mef	6.74688
Exo1_mef	6.28235
Exoc1_mef	7.45718
Exoc2_mef	8.64081
Exoc3_mef	8.54355
Exoc5_mef	8.71179
Exoc6_mef	6.45853
Exoc7_mef	7.88524
Exoc8_mef	7.38535
Exod1_mef	6.37175
Exosc2_mef	7.49256
Exosc3_mef	7.72422
Extl2_mef	8.36624
Extl3_mef	8.21004
Eya3_mef	7.23269
Ezh1_mef	5.98868
F630043A04Rik_mef	6.7836
F630110N24Rik_mef	6.64606
F730014I05Rik_mef	6.62273
F730047E07Rik_mef	7.02895
F830021D11Rik_mef	7.31123
F8a_mef	6.42318
Fabp3_mef	7.42483
Fadd_mef	6.81811
Fads1_mef	9.39414
Fads2_mef	8.83074
Fads3_mef	10.0301
Fah_mef	8.84364
Fahd1_mef	6.47098
Fahd2a_mef	6.86527
Fanca_mef	6.12255
Fancb_mef	5.6639
Fancc_mef	6.1617
Fancd2_mef	4.97281
Fancg_mef	5.79207
Fanci_mef	5.83044
Fancl_mef	7.14649
Fancm_mef	5.50667
Fap_mef	8.3057
Farp1_mef	9.90016
Fars2_mef	7.99733
Farsa_mef	7.56406
Fas_mef	6.68552
Fastk_mef	8.54754
Fastkd1_mef	6.63087
Fastkd2_mef	7.23585
Fastkd3_mef	6.99542
Fastkd5_mef	8.01562
Fat4_mef	7.67309
Fbf1_mef	7.79577
Fblim1_mef	8.16373
Fbln1_mef	7.60994
Fbn2_mef	10.0362
Fbp2_mef	5.13811
Fbxl11_mef	6.82151
Fbxl12_mef	7.14956
Fbxl14_mef	7.69547
Fbxl15_mef	6.57506
Fbxl18_mef	5.97641
Fbxl20_mef	7.65354
Fbxl3_mef	7.40638
Fbxl4_mef	7.19118
Fbxl5_mef	8.32621
Fbxl6_mef	7.85059
Fbxl8_mef	6.2593
Fbxo11_mef	9.01488
Fbxo17_mef	7.42161
Fbxo21_mef	7.53615
Fbxo25_mef	8.74598
Fbxo28_mef	8.40962
Fbxo2_mef	5.73324
Fbxo30_mef	7.96249
Fbxo31_mef	6.99898
Fbxo32_mef	7.76241
Fbxo33_mef	7.97586
Fbxo34_mef	8.09376
Fbxo36_mef	7.19363
Fbxo39_mef	5.44526
Fbxo3_mef	7.96694
Fbxo41_mef	5.8505
Fbxo42_mef	7.52536
Fbxo44$Fbxo44_mef	5.68968
Fbxo45_mef	6.86576
Fbxo46_mef	6.20091
Fbxo4_mef	7.5331
Fbxo7_mef	6.55829
Fbxo9_mef	7.90278
Fbxw11_mef	8.39025
Fbxw17_mef	7.68344
Fbxw2_mef	7.33183
Fbxw4_mef	7.64959
Fbxw5_mef	7.72392
Fbxw7_mef	7.40738
Fbxw8_mef	8.72317
Fbxw9_mef	7.47737
Fcgr2b_mef	7.41965
Fcgrt_mef	8.41674
Fcho1_mef	5.11441
Fcho2_mef	7.28113
Fchsd2_mef	7.20593
Fcmd_mef	6.1741
Fdxr_mef	5.97048
Fech_mef	8.13778
Fem1a$4931440F15Rik_mef	6.20099
Fem1c_mef	7.90091
Fert2_mef	8.14456
Fes_mef	5.7618
Fez1_mef	7.92739
Fez2_mef	9.68478
Fgd1_mef	6.45175
Fgd6_mef	5.84687
Fgf13_mef	6.96818
Fgf4_mef	4.61234
Fgf7_mef	8.71522
Fgfr1_mef	8.32944
Fgfr1op_mef	7.7509
Fgfr2_mef	6.88816
Fgfr3_mef	5.68034
Fgfrl1_mef	7.58073
Fhit_mef	5.24265
Fhl2_mef	9.66437
Fhod1_mef	7.07461
Fibp_mef	7.11041
Figf_mef	6.90736
Fignl1_mef	7.40133
Fip1l1_mef	7.24297
Fjx1_mef	6.80549
Fkbp14_mef	8.99451
Fkbp1b_mef	6.74449
Fkbp5_mef	8.01404
Fkbp6_mef	6.21606
Fkbp7_mef	9.66776
Fkbpl_mef	6.20404
Fkhl18_mef	8.09177
Fkrp_mef	7.16718
Flad1$Flad1_mef	7.05733
Flcn_mef	7.87759
Flii_mef	8.84097
Flnc_mef	9.26017
Flot1_mef	9.03361
Flot2_mef	8.71956
Flrt2_mef	9.91763
Flrt3_mef	7.6829
Flt1_mef	8.13116
Flt4_mef	5.7639
Flywch1_mef	7.4652
Fmn1_mef	7.06349
Fmnl3_mef	9.27461
Fmod_mef	7.33183
Fnbp1_mef	6.73953
Fnbp4_mef	7.13056
Fndc3a_mef	8.49076
Fndc4_mef	6.87091
Fnip1_mef	7.33834
Folr1_mef	4.97948
Fosl1_mef	7.71903
Fosl2$Fosl2_mef	9.54196
Foxc1_mef	8.11406
Foxc2_mef	9.1496
Foxh1_mef	5.9351
Foxj2_mef	7.42396
Foxk1_mef	6.70898
Foxk2_mef	8.12564
Foxm1$4933413G19Rik_mef	6.90051
Foxn2_mef	8.14196
Foxn3_mef	8.05353
Foxn4_mef	5.88796
Foxo1_mef	7.0767
Foxo3a_mef	7.14126
Foxp4_mef	6.5315
Foxred1_mef	6.88856
Fpgs_mef	7.74132
Fpgt_mef	8.49132
Frag1$2610528E23Rik_mef	7.76811
Frap1_mef	6.96765
Frat2_mef	6.02278
Freq_mef	8.2642
Frmd4a_mef	9.29678
Frs2_mef	8.40317
Frs3_mef	5.73403
Fryl_mef	6.96309
Fsd1_mef	7.03757
Fst_mef	9.42025
Fstl3_mef	9.19146
Fto_mef	8.54428
Ftsj2_mef	6.46161
Ftsj3_mef	7.9001
Fuca1_mef	8.9612
Fuca2_mef	7.17186
Fuk_mef	5.90721
Furin_mef	8.66731
Fut8_mef	7.59706
Fxn_mef	7.28339
Fxr2_mef	8.19032
Fxyd1_mef	6.00786
Fxyd3_mef	5.29954
Fxyd5_mef	9.47723
Fxyd6_mef	8.56735
Fyco1_mef	7.10013
Fyn_mef	8.40861
Fzd1_mef	8.64214
Fzd2_mef	9.56417
Fzd5_mef	7.19456
Fzd6_mef	7.35555
Fzd7_mef	8.75353
Fzd8_mef	6.76152
Fzr1_mef	7.57565
G430022H21Rik_mef	7.57828
G6pc3_mef	8.21822
Gab1_mef	6.89151
Gab2_mef	6.89055
Gabbr1_mef	6.23932
Gabpb1_mef	7.70947
Gabpb2_mef	6.02969
Gadd45a_mef	8.46542
Gadd45b_mef	8.91976
Gadd45gip1_mef	7.3974
Gak_mef	8.17623
Gale_mef	8.08918
Galk2_mef	7.53208
Galm_mef	7.05143
Galnact2_mef	8.60005
Galns_mef	6.27224
Galnt10_mef	6.86577
Galnt11_mef	6.63253
Galnt12_mef	5.47851
Galnt4_mef	7.32517
Galnt7_mef	7.3878
Galntl1_mef	7.52335
Galntl4_mef	9.1987
Galr3_mef	6.03836
Galt_mef	7.89776
Gamt_mef	7.31613
Gan_mef	5.24031
Gap43_mef	6.8532
Gapdhs_mef	5.97841
Gapvd1_mef	8.44354
Garnl1_mef	6.42882
Garnl4_mef	8.62512
Gas1_mef	9.53532
Gas2_mef	7.33701
Gas2l1_mef	7.8616
Gas2l3_mef	7.01808
Gas6_mef	8.94166
Gas8_mef	7.25052
Gata2_mef	7.27997
Gatad2b_mef	7.10362
Gats_mef	6.62599
Gba2_mef	6.04328
Gbas_mef	7.95646
Gbe1_mef	5.96255
Gbf1_mef	7.77615
Gbl_mef	6.52564
Gbp1_mef	5.69816
Gcap14_mef	7.92451
Gcat_mef	6.63287
Gcc2_mef	7.86995
Gcdh_mef	6.93361
Gcgr_mef	5.91651
Gch1_mef	5.59007
Gchfr_mef	6.87385
Gclc_mef	8.26723
Gcn1l1_mef	6.29703
Gcnt2_mef	6.2804
Gda_mef	5.58664
Gdap2_mef	8.15623
Gdf11_mef	6.46685
Gdf15_mef	6.76351
Gdf2_mef	6.10851
Gdpd1_mef	6.88198
Gdpd5_mef	8.3429
Gemin4_mef	7.15317
Gemin5_mef	7.07004
Gemin8_mef	5.66852
Gfm2_mef	6.35697
Gfod1_mef	6.77553
Gfod2_mef	6.72328
Gfpt2_mef	8.17072
Gfra2_mef	6.11596
Gfra3_mef	6.28469
Gga3_mef	7.08876
Ggcx_mef	7.26985
Ggh_mef	7.75167
Ggn_mef	6.10763
Ggps1_mef	7.35183
Ggta1_mef	8.50657
Gh_mef	5.82881
Ghdc_mef	6.34145
Ghr_mef	9.43661
Gins2_mef	7.83882
Gins3_mef	5.82839
Gipc2_mef	5.87109
Git1_mef	7.29148
Git2_mef	8.04691
Gja7_mef	9.08284
Gjb5_mef	6.86562
Gk5_mef	6.18
Gkap1_mef	8.02479
Gla_mef	7.1415
Glb1_mef	7.5331
Glce_mef	8.53463
Gle1l_mef	7.18154
Gli2_mef	8.00329
Gli3_mef	7.99015
Glipr1_mef	10.0919
Glis1_mef	6.76161
Glis2_mef	8.57129
Glis3_mef	7.68281
Glmn_mef	7.19714
Glod5_mef	4.98324
Glrx_mef	8.48649
Gls2_mef	4.89451
Glt8d1_mef	9.36275
Glt8d3_mef	8.03577
Glt8d4_mef	7.76194
Gltscr1_mef	7.14255
Gm106_mef	7.35299
Gm114_mef	6.72653
Gm129_mef	6.14527
Gm1673_mef	7.60272
Gm237_mef	7.80415
Gm2a_mef	7.76436
Gm323_mef	6.11703
Gm347_mef	6.31803
Gm428_mef	6.21003
Gm440_mef	4.55739
Gm527_mef	5.62629
Gm561_mef	8.44282
Gm608_mef	7.58544
Gm672_mef	7.2824
Gm691_mef	6.18078
Gm693_mef	6.68125
Gm71_mef	7.22292
Gm944_mef	7.309
Gm962_mef	5.81304
Gmcl1_mef	7.60687
Gmds_mef	6.92717
Gmeb1_mef	6.31567
Gmeb2_mef	7.569
Gmip_mef	5.9288
Gmppa_mef	8.40362
Gmppb_mef	9.0098
Gmpr2_mef	8.25298
Gmpr_mef	7.06972
Gna-rs1_mef	7.92157
Gna12_mef	6.11906
Gna13_mef	8.06149
Gna14_mef	4.60109
Gnai1_mef	7.22426
Gnaq_mef	7.7236
Gnb4_mef	9.00984
Gnb5_mef	7.00497
Gne_mef	7.06223
Gng11_mef	9.46209
Gng2_mef	7.18002
Gng8_mef	6.58451
Gnl3l_mef	8.14884
Gnpda2_mef	8.10357
Gnptab_mef	7.57091
Gnptg_mef	6.40729
Gns_mef	9.72107
Golga1_mef	6.07954
Golga3_mef	7.69968
Golga4_mef	6.90915
Golim4_mef	9.9027
Golph3l_mef	6.48835
Golt1b_mef	8.39946
Gopc_mef	7.49045
Gorasp1_mef	7.43966
Gosr1_mef	7.20552
Gosr2_mef	8.49524
Got1l1_mef	6.81529
Gp1bb$Gp1bb_mef	8.17471
Gp1bb_mef	9.15821
Gpa33_mef	4.97937
Gpaa1_mef	8.08685
Gpam_mef	7.68318
Gpatch1_mef	6.77549
Gpatch2_mef	6.20235
Gpatch3_mef	5.91346
Gpatch4_mef	6.06429
Gpbp1l1_mef	7.8433
Gpc1_mef	9.7533
Gpc3_mef	8.33177
Gpc6_mef	8.13693
Gpd1l_mef	6.80251
Gphn_mef	6.60079
Gpr107_mef	7.57571
Gpr108_mef	8.76702
Gpr126_mef	7.11394
Gpr137_mef	7.59312
Gpr137b_mef	7.39772
Gpr153_mef	8.12096
Gpr162_mef	6.10325
Gpr172b_mef	7.07418
Gpr175_mef	7.49691
Gpr177_mef	10.3193
Gpr19_mef	5.47333
Gpr23_mef	7.67427
Gpr27_mef	6.24161
Gpr3_mef	6.18059
Gpr4_mef	6.11028
Gpr88_mef	6.39814
Gpr89_mef	7.92449
Gprasp1_mef	5.82553
Gprc5a_mef	8.26887
Gps2_mef	6.46279
Gpsm1_mef	6.60642
Gpsm2_mef	8.05865
Gpsm3_mef	5.26624
Gpt1_mef	6.29133
Gpt2_mef	7.72003
Gpx2_mef	4.80387
Gpx3_mef	9.29904
Gpx7_mef	9.58666
Gramd1a_mef	7.95451
Gramd3_mef	8.23409
Grasp_mef	6.91439
Grb14_mef	8.54028
Grb7_mef	5.07499
Grem1_mef	8.92837
Grhl1_mef	4.61534
Grik5_mef	6.99327
Grin1_mef	5.9589
Gripap1_mef	7.93607
Grit_mef	5.95285
Grk5_mef	7.17469
Grk6_mef	7.9768
Grlf1_mef	8.3798
Grm4_mef	5.13215
Grpel2_mef	8.28594
Grtp1_mef	4.86475
Gsdmdc1_mef	6.52757
Gse1_mef	6.10072
Gsg2_mef	6.08836
Gsk3b_mef	8.11655
Gspt2_mef	6.50097
Gstcd_mef	7.46945
Gstk1_mef	6.33726
Gstm1$Gstm1_mef	6.87471
Gstm2_mef	8.62405
Gstm4_mef	6.23141
Gstt1_mef	5.76888
Gstt3_mef	5.61887
Gstz1_mef	7.62857
Gtdc1_mef	5.98762
Gtf2a1_mef	7.05342
Gtf2h2_mef	7.54802
Gtf2h4_mef	7.76896
Gtf2ird1_mef	8.01152
Gtf2ird2_mef	6.78856
Gtf3c1_mef	7.54898
Gtf3c2_mef	7.36273
Gtf3c3_mef	8.04511
Gtf3c4_mef	7.8066
Gtf3c5_mef	7.09448
Gtlf3a_mef	6.68155
Gtlf3b_mef	8.2151
Gtpbp10_mef	7.14471
Gtpbp1_mef	7.1837
Gtpbp2_mef	8.10152
Gtpbp3_mef	6.42998
Gtpbp5_mef	6.19215
Gtpbp6_mef	7.49711
Gtrgeo22_mef	7.70312
Guca1b_mef	5.87437
Gucy1b3_mef	6.97176
Gulp1_mef	9.5175
Gusb_mef	9.07488
Gvin1_mef	5.82721
Gyk_mef	6.28309
Gypc_mef	7.77374
Gys1_mef	8.53684
Gzf1_mef	8.03768
Gzme_mef	7.42624
Gzmm_mef	5.75401
H13_mef	9.0217
H1fx_mef	7.17586
H2-D1_mef	5.77753
H2-Ea_mef	6.83911
H2-Ke6_mef	5.99222
H2-M3_mef	6.149
H2afb3_mef	6.98147
H2afy2_mef	8.01656
H47_mef	9.02702
H60$H60_mef	7.67673
H6pd_mef	8.17924
Habp4_mef	6.67184
Hacl1_mef	6.10698
Haghl_mef	8.2522
Hap1_mef	5.83973
Hars2_mef	6.98757
Has1_mef	5.90673
Has2_mef	9.39947
Hbp1_mef	8.67721
Hccs_mef	8.54633
Hcfc2_mef	8.0729
Hck_mef	6.40911
Hdac10_mef	5.86393
Hdac11_mef	5.84217
Hdac4_mef	6.37429
Hdac5_mef	7.75512
Hdac7a$Hdac7a_mef	8.20049
Hdac8_mef	6.34035
Hddc3_mef	6.35976
Hdgfrp2_mef	6.54971
Hdgfrp3$Hdgfrp3_mef	6.43166
Hdh_mef	6.74225
Hdhd2_mef	7.39639
Hdhd3_mef	6.76919
Heatr1_mef	7.74602
Heatr2_mef	6.72643
Heatr5a_mef	8.72896
Heatr5b_mef	6.9127
Heatr6_mef	6.51435
Hebp2_mef	6.72739
Heca_mef	6.73267
Hectd3_mef	6.81459
Hel308_mef	5.17998
Helb_mef	6.48778
Helz_mef	6.50079
Hemk1_mef	6.96488
Herc2_mef	7.03155
Herc3_mef	5.92595
Herc4_mef	7.68894
Herpud2_mef	8.5399
Hes6_mef	7.31612
Hexdc_mef	6.16924
Hexim1_mef	7.77076
Hey1_mef	8.11478
Hgsnat_mef	7.9385
Hhat_mef	7.02649
Hhex_mef	5.03496
Hibadh_mef	8.35284
Hic1_mef	8.66743
Hic2_mef	5.92375
Hif1an_mef	6.2898
Hif3a$Hif3a_mef	6.07512
Higd1c_mef	6.41589
Hint2_mef	7.92939
Hint3_mef	7.69107
Hip1_mef	6.53431
Hip1r_mef	6.29098
Hipk1_mef	7.99847
Hipk2_mef	7.93593
Hipk3_mef	6.65862
Hira_mef	5.04413
Hisppd1_mef	7.51466
Hisppd2a_mef	5.70801
Hist1h2ad_mef	7.81681
Hist1h4a_mef	6.08331
Hist3h2a_mef	6.73581
Hivep1_mef	6.66985
Hivep2_mef	7.67809
Hk3_mef	6.34089
Hlcs_mef	5.78646
Hltf_mef	7.34198
Hlx_mef	6.737
Hmbox1_mef	6.05074
Hmg20a_mef	7.50864
Hmg20b_mef	7.59952
Hmgb2l1_mef	6.92175
Hmgcr_mef	7.34836
Hmha1_mef	5.3892
Hmox1_mef	8.91046
Hod_mef	7.67214
Homer1$C330006P03Rik_mef	6.52505
Homer2_mef	6.43517
Homer3_mef	7.9314
Hook2_mef	5.58856
Hook3_mef	7.26369
Hoxa10_mef	7.44749
Hoxa11_mef	8.2972
Hoxa1_mef	6.71565
Hoxa5_mef	7.13349
Hoxa7_mef	6.86113
Hoxa9_mef	8.5934
Hoxb2_mef	6.93317
Hoxb3_mef	6.2578
Hoxc10_mef	6.10572
Hoxc4_mef	6.81742
Hoxc6_mef	7.01909
Hoxc8_mef	7.95934
Hoxc9_mef	6.77998
Hoxd10_mef	8.32498
Hoxd11_mef	7.13951
Hoxd13_mef	8.7637
Hoxd8_mef	7.63573
Hoxd9_mef	7.09678
Hpdl_mef	4.10428
Hps1_mef	6.0173
Hps3_mef	6.5215
Hps4_mef	7.38759
Hps5_mef	5.90867
Hps6_mef	6.49796
Hras1_mef	8.35576
Hrasls3_mef	8.68439
Hrbl_mef	5.89904
Hrh2_mef	5.8195
Hrk_mef	6.05506
Hs1bp3_mef	7.09732
Hs2st1_mef	8.96585
Hs3st3a1_mef	5.55433
Hs6st1_mef	8.13479
Hs6st2_mef	9.35871
Hscb_mef	7.74219
Hsd17b7_mef	7.33078
Hsd3b7_mef	7.09741
Hsdl1_mef	7.27709
Hsdl2_mef	7.3732
Hsf1_mef	7.82058
Hspa1a_mef	6.7444
Hspa1b_mef	9.49931
Hspa2_mef	7.23337
Hspa4l_mef	7.117
Hspb2_mef	6.87834
Hspb6_mef	9.16984
Hspbap1_mef	5.28693
Htatip2_mef	7.74766
Htatip_mef	7.67497
Htf9c_mef	7.62874
Htr1b_mef	8.433
Htr3a_mef	5.86259
Hunk_mef	5.38248
Hus1_mef	7.04458
Huwe1_mef	7.88529
Hyal1$Hyal1_mef	6.07731
Hyal2_mef	8.15449
Hyi_mef	7.59182
Hyou1_mef	8.44698
Iah1_mef	8.69449
Iars2_mef	7.33297
Ibtk_mef	6.9137
Ica1_mef	6.25759
Ick_mef	6.20233
Icmt_mef	8.30219
Id2_mef	7.73253
Id4_mef	7.90265
Ids_mef	8.17755
Idua_mef	6.57544
Ier5l_mef	8.9136
Ifi35_mef	7.93859
Ifitm6_mef	4.89865
Ifnar1_mef	7.68308
Ifnar2_mef	8.58629
Ifngr1_mef	8.25544
Ifngr2_mef	8.60636
Ift140_mef	7.07948
Ift172_mef	7.23114
Ift57_mef	7.59369
Ift74_mef	8.8012
Ift80_mef	6.98363
Ift81_mef	6.45543
Ift88_mef	6.95844
Igbp1_mef	7.29279
Igf1r_mef	8.53421
Igf2bp3_mef	7.63588
Igf2r_mef	9.34975
Igfals_mef	5.48159
Igfbp4_mef	10.0791
Igfbp5_mef	8.1426
Igfbp6_mef	8.56307
Ighmbp2_mef	6.21565
Igsf3_mef	7.51633
Igsf8_mef	8.69106
Igtp_mef	6.14518
Ihpk1_mef	7.95701
Ihpk2_mef	7.92176
Ikbkb_mef	7.54329
Ikbke_mef	6.2549
Ikbkg_mef	7.64825
Ikzf5_mef	8.1767
Il10rb_mef	8.7549
Il11_mef	7.04659
Il13ra1_mef	7.70731
Il17ra_mef	6.9363
Il17rc_mef	7.31665
Il17rd_mef	6.32051
Il17re_mef	7.04026
Il18_mef	7.30801
Il18bp_mef	5.65775
Il1r1_mef	7.93442
Il1rn_mef	7.93839
Il2rg_mef	6.69004
Il3ra_mef	6.44854
Il4ra_mef	7.367
Il6ra_mef	5.5206
Il6st_mef	9.3689
Ilkap_mef	8.43406
Ilvbl_mef	8.04537
Immp2l_mef	5.95751
Impa2_mef	6.8961
Impdh1_mef	8.39263
Inadl_mef	5.11941
Incenp_mef	6.77699
Ing1_mef	8.012
Ing2_mef	7.75903
Ing3_mef	6.4731
Ing5_mef	6.73954
Inhbb_mef	8.33699
Inoc1_mef	7.16154
Inpp1_mef	6.66589
Inpp5a_mef	9.50203
Inpp5b_mef	8.70283
Inpp5d_mef	5.73114
Inpp5e_mef	6.4096
Inpp5f_mef	7.07647
Ins1_mef	6.59433
Insc_mef	6.26796
Insig1_mef	7.84281
Insig2_mef	8.50622
Insl3_mef	6.00274
Ints10$Ints10_mef	6.6572
Ints12_mef	7.36658
Ints1_mef	7.64254
Ints3_mef	5.89979
Ints4_mef	7.69323
Ints6_mef	8.6254
Ints7_mef	7.40511
Ints8_mef	7.48071
Ints9_mef	7.89863
Ipmk_mef	6.53063
Ipo11_mef	7.74618
Ipo13_mef	8.3055
Ipo8_mef	7.17411
Ipp_mef	6.35338
Ippk_mef	6.87611
Iqcb1_mef	6.36008
Iqcc_mef	6.25597
Iqce_mef	6.81078
Iqgap2_mef	6.43321
Iqgap3_mef	6.91604
Iqsec3_mef	5.89802
Irak1_mef	8.09553
Irak1bp1_mef	7.65103
Irak2_mef	8.9122
Irak3_mef	4.66137
Irf1_mef	8.14026
Irf2bp1_mef	8.17813
Irf3_mef	6.34796
Irgm_mef	9.43324
Irgq_mef	7.65893
Irs2_mef	6.56114
Irx1_mef	8.14026
Irx2_mef	7.4042
Irx3_mef	9.01547
Irx5_mef	6.87819
Isg20_mef	6.72108
Isgf3g_mef	6.7317
Isoc1_mef	8.08942
Isoc2b_mef	6.00777
Isy1_mef	6.68818
Isyna1_mef	7.57201
Itch_mef	8.00677
Itfg1_mef	9.03367
Itfg2_mef	7.2585
Itfg3_mef	7.99305
Itga2b_mef	7.16068
Itga3_mef	6.70024
Itga5_mef	7.3824
Itga7_mef	6.85591
Itga8_mef	8.17647
Itgb3bp_mef	5.34542
Itgb4_mef	5.11258
Itgb7_mef	5.42989
Itgbl1_mef	8.25566
Itih2_mef	7.9213
Itpa_mef	7.70577
Itpkc_mef	6.51832
Itpr1_mef	7.57072
Itpr3_mef	8.36983
Itsn1_mef	6.88208
Itsn2_mef	6.94746
Ivd_mef	7.35644
Iws1_mef	7.91955
Jag1_mef	9.56387
Jag2_mef	6.15864
Jak1_mef	9.31002
Jak2_mef	7.83999
Jam3_mef	7.88547
Jarid1b_mef	7.9665
Jarid1c_mef	7.2077
Jhdm1d_mef	5.93805
Jmjd1b_mef	7.41867
Jmjd2a_mef	7.53218
Jmjd2b_mef	6.81903
Jmjd2c_mef	6.56986
Jmjd3_mef	8.01304
Jmjd4_mef	6.07699
Jmjd6_mef	7.85445
Jmy_mef	6.77711
Josd2_mef	8.15378
Josd3$Josd3_mef	6.33028
Jph1_mef	5.474
Jph2_mef	7.55537
Jrk_mef	6.68504
Jsrp1_mef	6.16872
Jun_mef	9.79393
Junb_mef	8.60379
Jundm2_mef	9.44665
Kap_mef	5.90446
Katna1_mef	8.00605
Katnb1_mef	7.76904
Kazald1_mef	6.38366
Kbtbd4_mef	7.51006
Kcnab1_mef	7.56418
Kcnc4_mef	5.91663
Kcnh3_mef	6.55301
Kcnj11_mef	7.05366
Kcnk1_mef	6.41954
Kcnk6_mef	6.54945
Kcnn4_mef	6.27746
Kctd11_mef	8.52725
Kctd13_mef	6.99028
Kctd14_mef	7.22707
Kctd15_mef	8.33608
Kctd17_mef	8.45983
Kctd18_mef	6.3359
Kctd1_mef	6.89471
Kctd20_mef	8.36166
Kctd21_mef	6.35681
Kctd2_mef	7.3025
Kctd3_mef	8.2801
Kctd6_mef	7.35096
Kctd9_mef	7.9404
Kdr_mef	6.17432
Keap1_mef	7.69807
Khdrbs3_mef	7.75339
Khk_mef	6.25473
Khsrp_mef	6.48587
Kif11_mef	7.13311
Kif13a_mef	7.01782
Kif13b_mef	5.13912
Kif16b_mef	5.29363
Kif18a_mef	5.88327
Kif1b_mef	8.20761
Kif1c_mef	7.84286
Kif21b_mef	7.64796
Kif22_mef	7.07475
Kif23_mef	7.57871
Kif2a_mef	8.35055
Kif2c$Kif2c_mef	7.18599
Kif3a_mef	7.77553
Kif3b_mef	6.80342
Kif3c_mef	7.75632
Kif4_mef	7.83678
Kifc2_mef	5.49388
Kifc3_mef	7.88109
Kin_mef	7.22526
Kit_mef	4.26743
Klc1$Klc1_mef	8.63692
Klc2_mef	7.7091
Klc3_mef	6.9498
Klc4_mef	6.68896
Klf11_mef	6.38184
Klf13_mef	8.54423
Klf16_mef	7.2655
Klf3_mef	7.36468
Klf6_mef	9.07375
Klf7_mef	7.72945
Klhdc1_mef	6.48874
Klhdc2_mef	8.53601
Klhdc4$Klhdc4_mef	7.15763
Klhdc5_mef	7.50721
Klhdc8a_mef	7.93129
Klhdc9_mef	7.65439
Klhl11_mef	5.77487
Klhl12_mef	7.59662
Klhl13_mef	7.66853
Klhl17$Klhl17_mef	6.9978
Klhl18_mef	6.04587
Klhl20_mef	7.47377
Klhl21_mef	5.86024
Klhl23_mef	6.98207
Klhl24_mef	7.28063
Klhl25_mef	7.72992
Klhl26_mef	9.31162
Klhl28_mef	6.60147
Klhl2_mef	7.88985
Klhl30_mef	7.58057
Klhl5_mef	8.75109
Klhl7_mef	8.10627
Klhl8_mef	5.86276
Klk10_mef	5.11844
Klk1b21_mef	5.59386
Klk8_mef	6.70037
Klrg2_mef	5.81448
Kntc1_mef	6.99812
Kpna1_mef	8.24228
Kpna6_mef	8.28581
Kptn_mef	6.9637
Krba1_mef	6.03195
Krcc1_mef	8.70806
